iter	Passed	Remaining
268	689	1873
269	691	1869
270	698	1878
271	701	1877
272	702	1871
273	704	1865
274	705	1860
275	706	1854
276	710	1853
277	711	1848
278	713	1842
279	714	1836
280	715	1831
281	717	1825
282	718	1820
283	719	1814
284	721	1808
285	728	1817
286	729	1812
287	731	1808
288	733	1803
289	734	1797
290	735	1792
291	737	1789
292	739	1784
293	741	1780
294	742	1775
295	744	1770
296	745	1765
297	747	1759
298	748	1754
299	749	1749
300	755	1754
301	757	1751
302	758	1745
303	759	1739
304	761	1734
305	762	1728
306	763	1723
307	764	1718
308	767	1716
309	769	1712
310	770	1707
311	771	1701
312	772	1696
313	774	1691
314	775	1686
315	776	1680
316	777	1675
317	779	1671
318	781	1668
319	783	1665
320	785	1660
321	786	1655
322	787	1650
323	788	1645
324	790	1640
325	792	1639
326	794	1635
327	795	1630
328	797	1626
329	799	1623
330	800	1618
331	802	1613
332	803	1609
333	812	1619
334	815	1618
335	817	1616
336	819	1612
337	823	1613
338	825	1610
339	827	1606
340	830	1605
341	832	1601
342	836	1602
343	839	1600
344	841	1596
345	842	1592
346	844	1588
347	845	1584
348	847	1579
349	851	1580
350	852	1576
351	854	1572
352	855	1567
353	856	1563
354	857	1558
355	859	1554
356	860	1549
357	861	1545
358	867	1549
359	869	1545
360	870	1541
361	873	1539
362	874	1535
363	876	1532
364	879	1530
365	881	1526
366	882	1522
367	884	1519
368	886	1515
369	887	1511
370	889	1507
371	894	1510
372	898	1510
373	901	1509
374	904	1507
375	908	1508
376	911	1505
377	912	1502
378	914	1498
379	916	1495
380	918	1492
381	927	1501
382	929	1498
383	931	1494
384	933	1490
385	934	1486
386	937	1484
387	938	1480
388	940	1476
389	941	1472
390	943	1469
391	944	1465
392	946	1462
393	953	1466
394	955	1463
395	957	1460
396	958	1456
397	960	1452
398	962	1449
399	965	1448
400	968	1446
401	970	1443
402	971	1439
403	973	1436
404	975	1433
405	982	1437
406	983	1433
407	985	1429
408	986	1425
409	988	1422
410	990	1418
411	991	1415
412	993	1412
413	995	1408
414	996	1405
415	998	1401
416	999	1397
417	1000	1393
418	1001	1389
419	1002	1384
420	1004	1380
421	1009	1382
422	1011	1379
423	1014	1377
424	1015	1374
425	1016	1370
426	1018	1366
427	1021	1365
428	1022	1361
429	1023	1357
430	1025	1353
431	1026	1349
432	1027	1346
433	1029	1342
434	1030	1338
435	1032	1334
436	1037	1336
437	1040	1335
438	1042	1331
439	1043	1328
440	1045	1325
441	1047	1322
442	1049	1320
443	1052	1317
444	1054	1314
445	1056	1312
446	1057	1308
447	1059	1304
448	1060	1301
449	1061	1297
450	1067	1300
451	1069	1296
452	1070	1293
453	1072	1289
454	1073	1285
455	1074	1281
456	1075	1278
457	1078	1276
458	1079	1272
459	1081	1269
460	1082	1265
461	1083	1261
462	1084	1258
463	1086	1254
464	1087	1251
465	1088	1247
466	1090	1244
467	1095	1245
468	1097	1242
469	1099	1239
470	1100	1236
471	1102	1232
472	1103	1229
473	1104	1225
474	1106	1223
475	1108	1220
476	1109	1216
477	1110	1213
478	1112	1209
479	1113	1206
480	1114	1202
481	1116	1199
482	1117	1195
483	1118	1192
484	1123	1193
485	1127	1192
486	1128	1188
487	1130	1185
488	1131	1182
489	1132	1178
490	1134	1176
491	1156	1194
492	1158	1191
493	1160	1188
494	1161	1185
495	1163	1182
496	1165	1179
497	1166	1176
498	1168	1173
499	1169	1169
500	1171	1166
501	1172	1163
502	1173	1159
503	1174	1156
504	1176	1153
505	1177	1150
506	1183	1151
507	1185	1148
508	1187	1145
509	1188	1141
510	1189	1138
511	1191	1135
512	1193	1132
513	1194	1129
514	1196	1126
515	1197	1123
516	1199	1120
517	1200	1117
518	1202	1114
519	1203	1110
520	1204	1107
521	1206	1104
522	1210	1103
523	1211	1100
524	1212	1097
525	1214	1094
526	1215	1090
527	1216	1087
528	1218	1085
529	1220	1082
530	1221	1079
531	1222	1075
532	1224	1072
533	1225	1069
534	1226	1066
535	1227	1062
536	1228	1059
537	1230	1056
538	1231	1052
539	1237	1053
540	1238	1050
541	1239	1047
542	1240	1044
543	1242	1041
544	1243	1038
545	1245	1035
546	1248	1034
547	1251	1031
548	1252	1029
549	1254	1026
550	1255	1023
551	1257	1020
552	1259	1018
553	1267	1020
554	1269	1017
555	1270	1014
556	1271	1011
557	1272	1008
558	1273	1004
559	1275	1002
560	1277	1000
561	1279	997
562	1280	994
563	1282	991
564	1284	989
565	1286	986
566	1287	983
567	1289	980
568	1294	980
569	1296	978
570	1297	974
571	1298	971
572	1300	968
573	1301	965
574	1302	962
575	1304	960
576	1306	957
577	1307	954
578	1308	951
579	1309	948
580	1311	945
581	1312	942
582	1313	939
583	1314	936
584	1315	933
585	1320	933
586	1322	930
587	1323	927
588	1324	924
589	1326	921
590	1327	918
591	1328	915
592	1329	912
593	1332	910
594	1333	907
595	1335	905
596	1336	902
597	1338	899
598	1339	896
599	1341	894
600	1342	891
601	1345	889
602	1347	887
603	1350	885
604	1353	883
605	1354	880
606	1355	877
607	1356	874
608	1357	871
609	1359	869
610	1361	866
611	1362	863
612	1364	861
613	1365	858
614	1366	855
615	1368	852
616	1369	850
617	1371	847
618	1376	847
619	1378	845
620	1380	842
621	1381	839
622	1382	836
623	1383	833
624	1385	831
625	1386	828
626	1388	826
627	1389	823
628	1391	820
629	1392	817
630	1393	815
631	1395	812
632	1396	809
633	1397	806
634	1398	803
635	1399	801
636	1405	801
637	1408	799
638	1410	796
639	1412	794
640	1413	791
641	1415	789
642	1418	787
643	1419	784
644	1421	782
645	1422	779
646	1423	776
647	1424	773
648	1425	771
649	1426	768
650	1428	765
651	1434	765
652	1436	763
653	1437	760
654	1438	757
655	1440	755
656	1441	752
657	1442	749
658	1443	747
659	1445	744
660	1447	742
661	1448	739
662	1449	736
663	1450	734
664	1451	731
665	1453	728
666	1454	726
667	1455	723
668	1456	720
669	1460	719
670	1467	719
671	1468	716
672	1471	714
673	1473	712
674	1475	710
675	1477	707
676	1478	705
677	1480	703
678	1481	700
679	1482	697
680	1484	695
681	1485	692
682	1486	689
683	1493	689
684	1494	687
685	1496	684
686	1498	682
687	1499	680
688	1501	677
689	1503	675
690	1505	673
691	1506	670
692	1507	667
693	1509	665
694	1510	662
695	1511	660
696	1512	657
697	1513	654
698	1514	652
699	1520	651
700	1522	649
701	1523	646
702	1525	644
703	1526	641
704	1527	639
705	1529	636
706	1530	634
707	1533	632
708	1535	630
709	1536	627
710	1537	625
711	1539	622
712	1540	620
713	1541	617
714	1542	614
715	1547	613
716	1552	612
717	1553	610
718	1555	607
719	1556	605
720	1558	602
721	1559	600
722	1561	598
723	1562	595
724	1564	593
725	1565	590
726	1566	588
727	1567	585
728	1569	583
729	1570	580
730	1571	578
731	1577	577
732	1579	575
733	1580	572
734	1581	570
735	1583	567
736	1584	565
737	1585	562
738	1586	560
739	1588	558
740	1590	555
741	1591	553
742	1592	550
743	1594	548
744	1595	546
745	1596	543
746	1597	541
747	1598	538
748	1600	536
749	1606	535
750	1608	533
751	1609	530
752	1611	528
753	1612	526
754	1613	523
755	1614	521
756	1616	518
757	1618	516
758	1619	514
759	1620	511
760	1622	509
761	1623	506
762	1624	504
763	1625	502
764	1627	499
765	1628	497
766	1629	495
767	1637	494
768	1639	492
769	1640	490
770	1642	487
771	1643	485
772	1645	483
773	1647	481
774	1648	478
775	1650	476
776	1652	474
777	1653	471
778	1655	469
779	1656	467
780	1657	464
781	1659	462
782	1662	460
783	1664	458
784	1666	456
785	1667	454
786	1669	451
787	1670	449
788	1671	447
789	1673	444
790	1675	442
791	1677	440
792	1678	438
793	1680	435
794	1681	433
795	1682	431
796	1684	428
797	1685	426
798	1692	425
799	1695	423
800	1697	421
801	1699	419
802	1700	417
803	1703	415
804	1704	412
805	1706	410
806	1707	408
807	1708	406
808	1710	403
809	1711	401
810	1712	399
811	1713	396
812	1719	395
813	1721	393
814	1722	391
815	1724	388
816	1726	386
817	1727	384
818	1729	382
819	1731	380
820	1733	377
821	1734	375
822	1736	373
823	1737	371
824	1739	368
825	1740	366
826	1741	364
827	1746	362
828	1749	360
829	1751	358
830	1753	356
831	1754	354
832	1755	352
833	1757	349
834	1759	347
835	1761	345
836	1762	343
837	1763	340
838	1764	338
839	1765	336
840	1767	334
841	1768	331
842	1769	329
843	1775	328
844	1777	326
845	1779	323
846	1781	321
847	1783	319
848	1786	317
849	1788	315
850	1790	313
851	1791	311
852	1792	308
853	1794	306
854	1795	304
855	1796	302
856	1797	299
857	1802	298
858	1804	296
859	1805	293
860	1807	291
861	1809	289
862	1811	287
863	1812	285
864	1814	283
865	1816	281
866	1817	278
867	1818	276
868	1820	274
869	1821	272
870	1822	269
871	1823	267
872	1825	265
873	1830	263
874	1833	261
875	1834	259
876	1836	257
877	1837	255
878	1838	253
879	1840	250
880	1841	248
881	1843	246
882	1845	244
883	1846	242
884	1847	240
885	1848	237
886	1850	235
887	1851	233
888	1852	231
889	1853	229
890	1859	227
891	1861	225
892	1862	223
893	1863	220
894	1865	218
895	1866	216
896	1867	214
897	1868	212
898	1870	210
899	1872	208
900	1873	205
901	1874	203
902	1876	201
903	1877	199
904	1878	197
905	1880	195
906	1881	192
907	1886	191
908	1889	189
909	1891	187
910	1892	184
911	1893	182
912	1894	180
913	1896	178
914	1897	176
915	1899	174
916	1900	172
917	1902	169
918	1904	167
919	1905	165
920	1907	163
921	1908	161
922	1909	159
923	1910	157
924	1916	155
925	1918	153
926	1919	151
927	1921	149
928	1922	146
929	1923	144
930	1924	142
931	1926	140
932	1928	138
933	1930	136
934	1931	134
935	1932	132
936	1933	130
937	1935	127
938	1936	125
939	1937	123
940	1939	121
941	1944	119
942	1946	117
943	1947	115
944	1949	113
945	1950	111
946	1952	109
947	1953	107
948	1955	105
949	1957	103
950	1958	100
951	1959	98
952	1960	96
953	1962	94
954	1963	92
955	1964	90
956	1965	88
957	1969	86
958	1972	84
959	1974	82
960	1975	80
961	1978	78
962	1979	76
963	1981	73
964	1983	71
965	1984	69
966	1986	67
967	1987	65
968	1989	63
969	1990	61
970	1991	59
971	1992	57
972	1993	55
973	1995	53
974	1997	51
975	1999	49
976	2000	47
977	2001	45
978	2003	42
979	2005	40
980	2007	38
981	2009	36
982	2011	34
983	2012	32
984	2014	30
985	2015	28
986	2016	26
987	2017	24
988	2018	22
989	2020	20
990	2025	18
991	2027	16
992	2029	14
993	2031	12
994	2032	10
995	2035	8
996	2038	6
997	2039	4
998	2041	2
999	2042	0
